@RELATION FearSVM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {DataBase/Fearfull/all,DataBase/Neutral}

@DATA
0.191052,0.038182,2.965636,0.302383,0.245829,1.702984,0.018872,0.366039,-24.418026,1.688339,-0.368084,0.073613,-0.227339,-0.163296,-0.312954,-0.289400,-0.170571,-0.158424,0.017234,-0.036276,0.051342,0.020047,0.005375,0.034946,0.016544,0.016239,0.021749,0.029654,0.006697,0.017138,0.011303,0.011596,0.005744,0.023726,-0.002133,-0.000174,-0.022122,-0.000229,0.000447,-0.007243,0.000310,-0.000557,-0.087791,0.013551,0.027436,-0.010810,0.016182,-0.001325,-0.005187,-0.005035,-0.001712,0.007291,-0.004737,-0.000733,0.003864,0.000271,-0.000075,0.000147,0.000030,0.000120,-0.000094,0.000700,0.000027,0.000108,0.000188,0.000388,-0.000025,0.000118,0.093295,0.034012,0.454049,0.071618,0.038599,0.670463,0.011465,0.205383,1.822059,0.951541,0.756984,0.388546,0.484515,0.297852,0.341913,0.376222,0.272989,0.340886,0.419180,0.500842,0.375077,0.024870,0.006744,0.042547,0.023780,0.019981,0.031003,0.032244,0.015156,0.023885,0.021170,0.009910,0.007290,0.012683,0.101178,0.034664,0.584799,0.071829,0.046121,0.719297,0.014239,0.211875,2.204253,0.886216,0.827392,0.506581,0.463348,0.317493,0.382574,0.350224,0.280367,0.332683,0.384237,0.484161,0.415998,0.031622,0.009765,0.050814,0.030207,0.028324,0.035149,0.046257,0.020983,0.031792,0.026941,0.013717,0.009036,0.017603,DataBase/Fearfull/all
0.165490,0.017607,3.067725,0.288291,0.247866,1.467849,0.023794,0.277715,-26.395577,1.879863,-0.144246,-0.349816,-0.317555,-0.034109,-0.415408,-0.345751,-0.121668,-0.196081,-0.105737,-0.189760,-0.099473,0.026807,0.008184,0.025109,0.018657,0.018601,0.021640,0.025062,0.002395,0.013701,0.017851,0.023676,0.010802,0.029669,0.001979,0.000131,0.030034,0.001205,0.000250,0.011690,0.000253,0.001246,0.037114,-0.017277,-0.004692,-0.008511,0.013066,0.018263,0.004787,0.004873,0.005308,-0.004958,-0.007195,-0.006051,0.000984,-0.000098,-0.000008,-0.000171,-0.000134,-0.000459,-0.001022,-0.000365,0.000008,-0.000098,0.000336,0.000046,-0.000021,-0.000149,0.091012,0.023373,0.314040,0.075602,0.031227,0.687981,0.015294,0.205057,2.028370,0.906367,0.568635,0.432539,0.381725,0.375146,0.373742,0.385706,0.361393,0.333619,0.355978,0.406203,0.374704,0.032998,0.014807,0.025450,0.022589,0.030312,0.043002,0.031323,0.003934,0.027484,0.023766,0.030536,0.019423,0.013881,0.100724,0.022267,0.409190,0.082554,0.033863,0.779126,0.017081,0.262107,1.164891,0.948906,0.642632,0.404965,0.403528,0.447750,0.409569,0.444285,0.351363,0.378057,0.394125,0.357926,0.357634,0.042605,0.019466,0.028808,0.030254,0.035681,0.054253,0.037695,0.005273,0.038231,0.029848,0.041382,0.023108,0.016494,DataBase/Fearfull/all
0.232579,0.016984,3.009081,0.327337,0.255463,1.104714,0.046059,0.365158,-31.735080,0.890653,0.490702,0.473912,-0.121571,0.318242,-0.022344,0.086066,0.245665,-0.027734,0.233230,0.114892,0.110004,0.014906,0.001960,0.048568,0.002664,0.008545,0.003218,0.096755,0.000725,0.003259,0.004777,0.048381,0.002029,0.038795,0.006431,0.000420,0.027294,0.001385,-0.000459,-0.007400,0.000151,-0.001482,0.030440,-0.010803,0.005546,0.011238,-0.015533,-0.017296,-0.008752,0.004619,0.007640,0.002063,0.006803,-0.009588,0.001996,-0.000052,-0.000028,0.001043,-0.000079,-0.000372,-0.000101,-0.000692,-0.000102,0.000001,-0.000132,-0.000574,-0.000002,0.000215,0.146251,0.028498,0.282263,0.117806,0.055272,0.703548,0.105901,0.238177,10.934798,0.894179,0.361465,0.280800,0.224012,0.275818,0.207612,0.228884,0.186274,0.211036,0.192057,0.220774,0.170291,0.019801,0.002384,0.043504,0.004107,0.007472,0.003917,0.093598,0.000761,0.003241,0.005771,0.050053,0.002328,0.023060,0.136880,0.030120,0.364208,0.101212,0.046601,0.679866,0.203236,0.224001,8.216489,0.897313,0.404005,0.341207,0.240071,0.313831,0.226208,0.318465,0.231004,0.250044,0.242351,0.212502,0.194782,0.019047,0.002557,0.046681,0.005654,0.009529,0.005266,0.119755,0.000766,0.004237,0.008442,0.062566,0.002998,0.025148,DataBase/Fearfull/all
0.045434,0.008023,2.552123,0.343629,0.254437,1.832419,0.003447,0.535017,-36.968370,1.399189,0.301980,0.127971,-0.032060,0.104687,0.190376,0.095613,0.004320,0.080514,-0.010950,0.035137,-0.022503,0.008332,0.004182,0.027762,0.006915,0.014512,0.006173,0.053511,0.001803,0.004047,0.005086,0.013911,0.004419,0.020046,-0.000762,-0.000000,-0.035317,0.000381,-0.000185,0.011305,0.000018,0.001868,-0.051958,0.008618,0.001332,0.007918,-0.010284,0.005154,-0.001628,0.005996,-0.006260,-0.009136,0.009707,0.009547,0.002695,0.000028,-0.000010,0.000042,-0.000033,0.000077,-0.000011,-0.001772,0.000018,0.000011,0.000014,0.000054,-0.000000,-0.000484,0.044704,0.009637,0.424425,0.069369,0.035478,0.620204,0.002456,0.151686,3.424689,0.589793,0.525537,0.329792,0.297803,0.268119,0.243184,0.209858,0.231456,0.182345,0.179681,0.153788,0.149633,0.009999,0.006873,0.020873,0.006479,0.009415,0.004637,0.033463,0.002204,0.004617,0.003498,0.012258,0.005525,0.008794,0.032957,0.011652,0.517138,0.047105,0.027043,0.526149,0.002625,0.092197,1.884654,0.493918,0.577768,0.431640,0.336201,0.340032,0.280577,0.257677,0.257281,0.232385,0.233381,0.229512,0.205068,0.011158,0.009161,0.025469,0.007276,0.011693,0.006067,0.041869,0.002233,0.006433,0.004637,0.012792,0.008122,0.012737,DataBase/Neutral
0.057859,0.006363,2.784737,0.223781,0.205508,1.034932,0.016920,0.275372,-42.634872,1.321925,-0.161920,-0.058120,-0.098802,0.074469,-0.060604,-0.126600,-0.068077,-0.110659,-0.015677,-0.091803,-0.070610,0.013518,0.002663,0.035526,0.012013,0.010724,0.006037,0.047176,0.003386,0.006019,0.009682,0.018112,0.008379,0.022977,0.000663,0.000000,-0.009600,0.003435,0.003835,-0.000391,0.000010,-0.003590,0.755228,0.025606,0.008905,0.013929,0.007599,0.003019,0.009827,0.005422,-0.002129,0.003798,-0.001855,-0.004875,-0.006807,0.000027,-0.000000,0.004145,0.000043,-0.000129,-0.000009,-0.000809,-0.000028,-0.000012,0.000097,0.000802,0.000028,0.000557,0.036081,0.008790,0.439722,0.107978,0.058605,0.828206,0.057938,0.223651,9.142410,0.615163,0.558192,0.572773,0.324726,0.281090,0.337007,0.207395,0.243051,0.243641,0.233169,0.268283,0.258915,0.016674,0.002605,0.037349,0.013025,0.011797,0.005646,0.044073,0.004465,0.007506,0.008970,0.016216,0.009637,0.015922,0.036727,0.010475,0.533987,0.059368,0.033550,0.486216,0.083726,0.126989,4.582562,0.598138,0.473862,0.449806,0.370783,0.277425,0.338089,0.243321,0.270269,0.283190,0.232823,0.257623,0.271580,0.022430,0.003347,0.027057,0.014440,0.013927,0.007479,0.033462,0.005406,0.007445,0.010291,0.020277,0.010651,0.012980,DataBase/Neutral
0.063863,0.009554,2.896123,0.238575,0.219248,0.991524,0.027938,0.269568,-38.632344,1.604038,0.088075,0.025193,-0.219293,0.197574,-0.013272,0.073533,-0.044019,-0.007799,-0.075300,-0.041921,-0.051119,0.008859,0.003950,0.022302,0.011404,0.013423,0.007451,0.038449,0.002344,0.006356,0.023189,0.025507,0.009277,0.020111,0.000633,0.000000,0.016115,-0.001888,0.000021,-0.018654,-0.000011,-0.005922,0.086957,0.015091,-0.014816,-0.000442,-0.010429,0.001888,0.008543,0.006805,-0.001588,0.000546,0.000075,0.002160,0.001727,0.000145,-0.000005,-0.000267,-0.000002,0.000729,0.000007,-0.000783,-0.000006,0.000067,0.000618,-0.000048,0.000097,-0.000131,0.043049,0.014108,0.376209,0.100592,0.060244,0.642066,0.072185,0.166830,8.363439,0.542272,0.614147,0.449939,0.463056,0.255999,0.221361,0.226520,0.187791,0.215161,0.186505,0.153168,0.190382,0.008419,0.006152,0.016272,0.014070,0.009619,0.008289,0.025698,0.003115,0.007359,0.018377,0.022915,0.011710,0.010560,0.040264,0.018462,0.528759,0.080017,0.048901,0.651493,0.106313,0.171075,5.397569,0.560646,0.548679,0.476838,0.470353,0.272202,0.239316,0.264739,0.252295,0.268291,0.232485,0.194332,0.244647,0.009484,0.007803,0.022776,0.018359,0.012977,0.010603,0.024846,0.003592,0.008659,0.023408,0.027588,0.013476,0.010667,DataBase/Neutral
0.052630,0.008697,2.773252,0.245177,0.203407,1.284822,0.091818,0.357427,-43.738261,1.219288,-0.058797,-0.117446,-0.225224,-0.124841,-0.087575,-0.183189,0.032524,-0.099456,-0.052213,-0.159187,-0.117884,0.012255,0.002982,0.012129,0.012738,0.008591,0.004544,0.035016,0.001898,0.007301,0.018264,0.018636,0.006609,0.018638,-0.000030,0.000000,-0.018291,0.003890,0.003801,0.015980,0.000009,0.005535,0.754718,0.033393,-0.013195,0.003974,0.010565,-0.000545,0.002010,0.017065,0.006449,0.002051,0.003968,-0.004844,-0.004612,0.000007,0.000194,0.000849,0.000158,-0.000058,-0.000154,-0.001725,0.000054,0.000123,0.000285,0.000047,0.000253,-0.000447,0.040353,0.009339,0.516414,0.112813,0.050490,0.804669,0.121928,0.210793,8.776855,0.659844,0.464053,0.381177,0.242420,0.306018,0.234352,0.197191,0.208768,0.256109,0.254246,0.183219,0.155176,0.012265,0.002788,0.009208,0.017271,0.010195,0.003414,0.025079,0.001405,0.012371,0.018121,0.019601,0.007202,0.012033,0.039295,0.012016,0.743961,0.109709,0.053148,0.742595,0.160702,0.192891,8.875937,0.709557,0.461357,0.406961,0.275409,0.357590,0.276129,0.219652,0.276182,0.239171,0.235302,0.248314,0.209263,0.011549,0.003851,0.010576,0.018116,0.014473,0.005132,0.030354,0.002013,0.013918,0.020658,0.023395,0.006297,0.013577,DataBase/Neutral
0.062693,0.004648,2.601957,0.279726,0.257027,0.776677,0.007356,0.204406,-34.227500,1.790330,0.242036,0.252409,-0.081592,0.208678,0.109711,0.027611,0.119137,0.080627,-0.025765,0.047814,-0.058606,0.005497,0.003918,0.035647,0.007835,0.011409,0.009848,0.128056,0.001521,0.004010,0.004496,0.012618,0.008788,0.039717,-0.000325,-0.000000,0.007053,0.000856,-0.000131,0.007156,-0.000025,0.002181,-0.004700,0.002967,0.005593,0.001676,0.006954,0.002491,0.000357,-0.001584,-0.004596,-0.003805,0.002082,0.006732,0.000212,-0.000005,0.000001,0.001063,-0.000020,0.000004,-0.000013,0.000700,-0.000001,-0.000001,-0.000050,0.000022,-0.000032,0.000228,0.050774,0.007611,0.405166,0.061611,0.032372,0.677008,0.006167,0.221165,2.343591,0.668585,0.621322,0.382192,0.368290,0.234863,0.240335,0.238796,0.200051,0.171322,0.160502,0.156677,0.145594,0.005536,0.005556,0.026058,0.009828,0.010720,0.012869,0.070661,0.002173,0.005400,0.004743,0.010185,0.013809,0.017727,0.065351,0.009648,0.582336,0.054712,0.030397,0.893144,0.008528,0.300783,1.960537,0.734108,0.605556,0.416304,0.440931,0.300770,0.226807,0.248567,0.236408,0.234164,0.237181,0.206604,0.212731,0.007636,0.007752,0.035085,0.011335,0.013464,0.010254,0.090622,0.002640,0.006856,0.005934,0.013331,0.013625,0.023631,DataBase/Neutral
0.064152,0.007926,2.836719,0.287737,0.240878,1.616168,0.029457,0.442344,-34.695670,0.893075,-0.007800,0.060321,-0.061973,0.121127,-0.104057,-0.187936,-0.139899,-0.125904,-0.154444,-0.111319,-0.100205,0.007907,0.005246,0.018243,0.020319,0.008943,0.007555,0.030444,0.003451,0.005457,0.010924,0.008715,0.005686,0.015436,-0.000101,-0.000000,0.026290,-0.001074,0.000057,0.014762,-0.000005,0.001250,0.092750,-0.015848,0.005754,-0.004610,0.008800,-0.002643,-0.000646,-0.007991,-0.000846,-0.000255,0.006865,0.003671,0.001229,-0.000060,-0.000032,-0.000968,0.000011,0.000185,0.000152,-0.003217,0.000067,0.000040,0.000132,-0.000001,0.000073,-0.000884,0.037072,0.007984,0.402879,0.083722,0.043641,0.664199,0.077818,0.167432,5.374959,0.727182,0.577811,0.479873,0.302767,0.274530,0.229681,0.255125,0.217978,0.178107,0.277906,0.256418,0.238392,0.008771,0.007948,0.018137,0.023647,0.009641,0.008894,0.036691,0.005113,0.005525,0.008703,0.005349,0.009808,0.011465,0.037017,0.009118,0.477002,0.079101,0.042876,0.625723,0.081484,0.162002,5.720716,0.747190,0.506292,0.387626,0.329380,0.323684,0.251937,0.242249,0.260740,0.265090,0.274521,0.248712,0.246616,0.007509,0.007926,0.019716,0.020934,0.013895,0.011466,0.041328,0.006195,0.007426,0.011001,0.006603,0.008899,0.011822,DataBase/Neutral
0.072276,0.006782,2.947386,0.237631,0.229303,1.048674,0.006286,0.228186,-32.343893,1.883850,0.234336,0.093250,-0.206802,0.247383,-0.023298,0.158063,-0.068312,0.017501,-0.005404,0.037474,0.051151,0.010010,0.005736,0.051354,0.008030,0.016089,0.005408,0.029800,0.003640,0.012504,0.014261,0.027340,0.003801,0.022788,-0.002917,-0.000001,-0.004435,-0.000995,0.001016,-0.025914,0.000042,-0.005906,0.005256,0.037092,-0.008212,0.004388,0.007960,-0.003528,0.002160,0.003015,0.001937,0.002579,-0.004258,0.002016,-0.006305,0.000023,0.000036,0.001906,0.000008,0.000105,0.000040,0.002207,0.000013,0.000007,0.000195,0.000053,0.000017,0.000702,0.051145,0.008009,0.378090,0.050220,0.025086,0.383392,0.003593,0.103855,2.098427,0.597764,0.623470,0.404825,0.416629,0.293463,0.219548,0.239239,0.217998,0.196625,0.198313,0.178464,0.198555,0.008721,0.008235,0.039894,0.008077,0.012818,0.005570,0.026931,0.007622,0.014678,0.016279,0.028796,0.005855,0.011213,0.044073,0.009035,0.572563,0.051592,0.026605,0.453020,0.004415,0.114976,1.933855,0.593034,0.533031,0.432624,0.383460,0.283056,0.247815,0.262728,0.228477,0.216098,0.236731,0.204275,0.221073,0.010544,0.009999,0.043117,0.010427,0.015714,0.007078,0.028824,0.009390,0.013174,0.022933,0.023165,0.008271,0.011540,DataBase/Neutral
0.056451,0.009925,2.687531,0.258921,0.267063,0.388738,0.008782,0.052146,-33.137864,2.072600,0.284757,0.143679,-0.027728,0.061177,0.061158,-0.045060,0.051366,-0.042173,-0.014713,-0.047908,-0.027875,0.008883,0.001406,0.081153,0.010675,0.007707,0.003876,0.128037,0.001499,0.002145,0.008004,0.022289,0.004694,0.049800,-0.000380,-0.000000,-0.005686,0.000935,-0.000007,0.004179,0.000008,-0.000156,-0.023619,0.004250,0.003728,0.000616,0.001110,-0.001322,-0.010228,-0.003651,0.001423,0.000819,0.005180,0.006649,0.009109,-0.000010,-0.000031,-0.000620,-0.000053,0.000104,-0.000011,0.004151,-0.000012,-0.000009,0.000032,-0.000236,-0.000004,0.000872,0.038011,0.010867,0.349610,0.054291,0.029841,0.325560,0.006633,0.072236,2.474856,0.518684,0.543221,0.398205,0.251457,0.252141,0.233554,0.253460,0.225413,0.240303,0.200738,0.185938,0.231393,0.009933,0.001804,0.076971,0.012318,0.011020,0.005234,0.053545,0.002473,0.003056,0.010100,0.025947,0.008423,0.017494,0.049020,0.012768,0.475991,0.049065,0.023399,0.437728,0.007885,0.090909,1.229021,0.561743,0.508638,0.424691,0.292957,0.274591,0.285467,0.301029,0.231612,0.251488,0.198545,0.238902,0.271228,0.012911,0.001879,0.102821,0.014210,0.013514,0.007052,0.056850,0.002465,0.003669,0.012795,0.020825,0.011143,0.020105,DataBase/Neutral
0.045691,0.006675,2.861982,0.211096,0.249318,0.519967,0.009804,0.126990,-31.253880,2.318191,0.419717,0.265997,0.052739,0.235738,0.060576,0.198896,0.067000,0.038963,0.074805,-0.068874,0.040099,0.010952,0.003364,0.085441,0.007566,0.009475,0.004769,0.125221,0.001216,0.003974,0.009354,0.059539,0.002715,0.050735,0.000511,-0.000012,-0.013436,0.002277,0.001316,-0.001563,0.000045,-0.005854,-0.070727,0.016928,0.006369,-0.013028,-0.023159,-0.012660,0.004887,0.011223,0.009911,-0.004599,0.015461,-0.006987,-0.000510,0.000706,-0.000022,-0.005540,-0.000186,0.000206,-0.000176,-0.000591,-0.000001,0.000106,-0.000069,0.004505,0.000083,-0.000814,0.021204,0.007759,0.243926,0.054051,0.033535,0.352050,0.007262,0.108717,2.209631,0.573518,0.378909,0.235989,0.271261,0.238283,0.186648,0.177037,0.131781,0.147673,0.157713,0.147396,0.106074,0.013862,0.006247,0.044298,0.008234,0.006688,0.004384,0.055532,0.002257,0.005072,0.008239,0.041669,0.002834,0.009610,0.025860,0.009419,0.307794,0.040059,0.023861,0.444524,0.007845,0.154334,1.803016,0.510655,0.426082,0.311016,0.342661,0.281512,0.229709,0.192496,0.170668,0.176300,0.189147,0.169928,0.133771,0.017877,0.008274,0.062143,0.010545,0.010473,0.004792,0.074281,0.002575,0.005247,0.012084,0.055994,0.004218,0.014350,DataBase/Neutral
0.103496,0.015599,3.003546,0.267857,0.263275,0.787457,0.006260,0.210104,-33.783827,1.995137,0.054114,0.120618,-0.200632,0.158780,-0.004214,0.079651,0.020032,-0.127058,-0.106601,-0.109389,-0.065283,0.014801,0.002398,0.096203,0.018846,0.012061,0.008664,0.058160,0.001261,0.002532,0.013119,0.029161,0.009376,0.042146,-0.000485,0.000000,0.004671,0.000965,-0.000292,0.005410,0.000010,0.005646,-0.025950,-0.007075,0.007532,-0.003556,-0.000092,-0.000987,-0.000085,-0.000854,-0.002227,-0.000377,-0.001610,0.005679,0.003662,-0.000198,-0.000025,-0.000349,-0.000020,-0.000031,0.000004,0.001549,-0.000004,-0.000059,-0.000299,-0.000062,-0.000020,0.000083,0.039967,0.014476,0.249850,0.048887,0.023098,0.473326,0.004058,0.147392,2.257385,0.588488,0.594652,0.441287,0.338268,0.313870,0.264579,0.264437,0.222194,0.212538,0.204086,0.234744,0.246089,0.014422,0.003323,0.069076,0.018895,0.012788,0.014937,0.043397,0.002054,0.003281,0.013194,0.021655,0.013343,0.015605,0.041235,0.015537,0.337826,0.040546,0.016565,0.484938,0.004708,0.176970,1.230780,0.621289,0.524939,0.473891,0.368840,0.331180,0.266384,0.321562,0.241812,0.225411,0.217951,0.258188,0.216540,0.016226,0.004425,0.082037,0.019893,0.013595,0.015672,0.049067,0.001691,0.004444,0.011868,0.029340,0.012420,0.020593,DataBase/Neutral
0.060061,0.008478,2.661059,0.291902,0.274844,0.630933,0.010242,0.141469,-34.453543,1.896299,0.483899,0.320651,0.198674,0.108301,0.163719,0.099570,0.133209,0.142512,0.034534,0.103129,0.040695,0.008492,0.002316,0.054947,0.010139,0.012793,0.005433,0.113677,0.000883,0.002323,0.005311,0.023151,0.002914,0.040827,0.002428,0.000000,0.067109,-0.001979,0.000999,-0.147894,-0.001220,-0.080552,0.063939,-0.082104,-0.042231,0.011993,0.006555,-0.008245,-0.015529,0.065688,0.021887,-0.003787,0.002542,-0.008138,0.015581,-0.000127,-0.000081,-0.001038,-0.000203,-0.000305,-0.000107,0.007271,0.000004,-0.000083,-0.000224,-0.006458,-0.000042,0.001491,0.045413,0.007442,0.312082,0.060271,0.028236,0.550193,0.009816,0.197224,1.795923,0.688823,0.405680,0.327228,0.248876,0.160641,0.163704,0.234763,0.186111,0.171465,0.208215,0.160951,0.122836,0.011670,0.003171,0.036642,0.014694,0.013568,0.008881,0.041930,0.001254,0.002874,0.005662,0.021746,0.003803,0.012446,0.064691,0.009920,0.411643,0.051982,0.021091,0.634102,0.013986,0.231812,1.264523,0.658889,0.362602,0.328643,0.311512,0.179116,0.239859,0.251069,0.267491,0.240781,0.307544,0.243655,0.181285,0.017970,0.004156,0.045783,0.014734,0.020326,0.009496,0.049984,0.001641,0.003457,0.006741,0.024076,0.006114,0.015191,DataBase/Neutral
0.069230,0.011357,2.839482,0.259501,0.232390,1.209846,0.057140,0.339003,-35.274382,1.740198,0.135636,0.105813,-0.115287,-0.063433,0.042423,-0.046845,-0.094002,-0.145782,-0.193968,-0.085025,-0.259450,0.020005,0.003426,0.041384,0.017688,0.013209,0.007299,0.029099,0.001752,0.003153,0.018253,0.024309,0.008019,0.024297,0.000217,-0.000000,0.000864,-0.000928,0.000114,-0.009504,0.000011,-0.002771,0.024865,-0.000791,-0.003965,0.005304,0.000955,-0.003365,-0.000779,-0.003195,-0.001084,0.002067,-0.006627,-0.001030,0.004081,-0.000012,0.000046,-0.000593,0.000132,-0.000052,0.000043,0.000624,0.000010,-0.000007,-0.000341,0.000514,-0.000005,0.000031,0.049363,0.011809,0.453627,0.088549,0.051904,0.643936,0.104684,0.164025,6.923973,0.665807,0.529220,0.457888,0.339566,0.229317,0.274800,0.217726,0.207653,0.224452,0.231548,0.195940,0.253849,0.025265,0.005743,0.043175,0.022458,0.016085,0.007568,0.023039,0.002438,0.003541,0.019387,0.022150,0.013168,0.012804,0.052281,0.012851,0.660491,0.102769,0.057149,0.813323,0.116296,0.200011,6.890869,0.609140,0.490016,0.440386,0.404753,0.272340,0.342298,0.217588,0.244094,0.222632,0.270351,0.238785,0.291738,0.028681,0.007807,0.049983,0.024368,0.020367,0.010264,0.028016,0.003127,0.004176,0.019036,0.024636,0.013876,0.015074,DataBase/Neutral
